Name_email,Local Body,Local Body Type,LSG Code,Block,Assembly,District,District Panchayat,wikidata link,Name_std_ml,wikidata-kml,Local Body Full_ml,വെബ്സൈറ്റ്‌,Assembly(s)
muriyad,muriyad,GP,G081203,irinjalakuda,Irinjalakuda,Thrissur,Thrissur,Q13114157,മുരിയാട്,Q13114157,മുരിയാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muriyadpanchayat,ഇരിങ്ങാലക്കുട
muthalamada,muthalamada,GP,G091003,kollengode,Nenmara,Palakkad,Palakkad,Q13114137,മുതലമട,Q13114137,മുതലമട ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muthalamadapanchayat,നെന്മാറ
mutholy,mutholy,GP,G050506,lalam,Pala,Kottayam,Kottayam,Q13114140,മുത്തോലി,Q13114140,മുത്തോലി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/mutholypanchayat,പാലാ
muthukulam,muthukulam,GP,G041204,muthukulam,Haripad,Alappuzha,Alappuzha,Q16137101,മുതുകുളം,Q16137101,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muthukulampanchayat,ഹരിപ്പാട്
muthuthala,muthuthala,GP,G090203,pattambi,Pattambi,Palakkad,Palakkad,Q16137128,മുതുതല,Q16137128,മുതുതല ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muthuthalapanchayat,പട്ടാമ്പി
muthuvalloor,muthuvalloor,GP,G100409,kondotty,Kondotty,Malappuram,Malappuram,Q259950,മുതുവല്ലൂര്‍,Q259950,മുതുവല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muthuvalloorpanchayat,കൊണ്ടോട്ടി
muttar,muttar,GP,G040701,veliyanad,Kuttanad,Alappuzha,Alappuzha,Q13114129,മുട്ടാര്‍,Q13114129,മുട്ടാര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muttarpanchayat,കുട്ടനാട്
muttil,muttil,GP,G120404,kalpetta,kalpetta,Wayanad,Wayanad,Q6944101,മുട്ടില്‍,Q6944101,മുട്ടില്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muttilpanchayat,കല്‍പ്പറ്റ
muttom,muttom,GP,G060701,thodupuzha,Thodupuzha,Idukki,Idukki,Q13114124,മുട്ടം,Q13114124,മുട്ടം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muttompanchayat,തൊടുപുഴ
muvattupuzha,muvattupuzha,Municipality,M070500,NA,Muvattupuzha,Ernakulam,NA,Q20582999,മൂവാറ്റുപുഴ,Q20582999,മൂവാറ്റുപുഴ മുനിസിപ്പാലിറ്റി,muvattupuzhamunicipality.lsgkerala.gov.in,മൂവാറ്റുപുഴ
muzhakkunnu,muzhakkunnu,GP,G131104,peravoor,Peravoor,Kannur,Kannur,Q16137327,മുഴക്കുന്ന്,Q16137327,മുഴക്കുന്ന് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muzhakkunnupanchayat,പേരാവൂര്‍
muzhappilangad,muzhappilangad,GP,G130705,thalassery,Dharmadom,Kannur,Kannur,Q20582951,മുഴപ്പിലങ്ങാട്,Q20582951,മുഴപ്പിലങ്ങാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/muzhappilangadpanchayat,ധര്‍മ്മടം
mylapra,mylapra,GP,G030604,konni,Konni,Pathanamthitta,Pathanamthitta,Q16137854,മൈലപ്രാ,Q16137854,മൈലപ്രാ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/mylaprapanchayat,കോന്നി
mylom,mylom,GP,G020304,vettikavala,Kottarakkara,Kollam,Kollam,Q16137846,മൈലം,Q16137846,മൈലം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/mylompanchayat,കൊട്ടാരക്കര
mynagappally,mynagappally,GP,G020207,sasthamcotta,Kunnathur,Kollam,Kollam,Q13114253,മൈനാഗപ്പള്ളി,Q13114253,മൈനാഗപ്പള്ളി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/mynagappallypanchayat,കുന്നത്തൂർ
nadapuram,Nadapuram Gramapanchayat,GP,G110207,tuneri,Nadapuram,Kozhikode,Kozhikode,Q13112854,നാദാപുരം,Q13112854,നാദാപുരം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nadapurampanchayat,നാദാപുരം
nadathara,nadathara,GP,G080502,ollukkara,Ollur,Thrissur,Thrissur,Q13112783,നടത്തറ,Q13112783,നടത്തറ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nadatharapanchayat,ഒല്ലൂർ
naduvannur,naduvannur,GP,G110702,balussery,Balussery,Kozhikode,Kozhikode,Q13112787,നടുവണ്ണൂര്‍,Q13112787,നടുവണ്ണൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/naduvannurpanchayat,ബാലുശ്ശേരി
naduvil,naduvil,GP,G130306,thalipparamba,Irikkur,Kannur,Kannur,Q13112791,നടുവില്‍,Q13112791,നടുവില്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/naduvilpanchayat,ഇരിക്കൂര്‍
nagalassery,nagalassery,GP,G090104,trithala,Thrithala,Palakkad,Palakkad,Q6958393,നാഗലശ്ശേരി,Q6958393,നാഗലശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nagalasserypanchayat,തൃത്താല
nagaroor,nagaroor,GP,G010206,kilimanoor,Attingal,Thiruvananthapuram,Thiruvananthapuram,Q13112779,നഗരൂര്‍,Q13112779,നഗരൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nagaroorpanchayat,ആറ്റിങ്ങൽ
nallepilly,nallepilly,GP,G090903,chittur,Chittur,Palakkad,Palakkad,Q6960972,നല്ലേപ്പിള്ളി,Q6960972,നല്ലേപ്പിള്ളി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nallepillypanchayat,ചിറ്റൂര്‍
nanminda,nanminda,GP,G110904,chelannur,Elathur,Kozhikode,Kozhikode,Q13112804,നന്മണ്ട,Q13112804,നന്മണ്ട ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nanmindapanchayat,ഏലത്തൂർ
nannambra,nannambra,GP,G101106,tirurangadi,Tirurangadi,Malappuram,Malappuram,Q16134922,നന്നമ്പ്ര,Q16134922,നന്നമ്പ്ര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nannambrapanchayat,തിരൂരങ്ങാടി
nannammukku,nannammukku,GP,G101503,perumpadappa,Ponnani,Malappuram,Malappuram,Q13112805,നന്നംമുക്ക്,Q13112805,നന്നംമുക്ക് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nannammukkupanchayat,പൊന്നാനി
nanniyode,nanniyode,GP,G010406,vamanapuram,Vamanapuram,Thiruvananthapuram,Thiruvananthapuram,Q20580248,നന്ദിയോട്,Q20580248,നന്ദിയോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nanniyodepanchayat,വാമനപുരം
narakal,Njarackal,GP,G070701,vypin,Vypin,Ernakulam,Ernakulam,Q7042396,ഞാറക്കല്‍,Q7042396,ഞാറക്കല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/narakalpanchayat,വൈപ്പിൻ
naranammoozhy,naranammoozhy,GP,G030508,ranni,Ranni,Pathanamthitta,Pathanamthitta,Q13112874,നാറാണംമൂഴി,Q13112874,നാറാണംമൂഴി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/naranammoozhypanchayat,റാന്നി
naranganam,naranganam,GP,G030407,elanthoor,Aranmula,Pathanamthitta,Pathanamthitta,Q6965349,നാരങ്ങാനം,Q6965349,നാരങ്ങാനം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/naranganampanchayat,ആറന്മുള
narath,narath,GP,G130208,kalliasseri,Azhikode,Kannur,Kannur,Q20580392,നാറാത്ത്,Q20580392,നാറാത്ത് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/narathpanchayat,അഴീക്കോട്
narikunni,narikunni,GP,G110905,chelannur,Koduvally,Kozhikode,Kozhikode,Q16134969,നരിക്കുനി,Q16134969,നരിക്കുനി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/narikunnipanchayat,കൊടുവള്ളി
narippatta,narippatta,GP,G110307,kunnummal,Nadapuram,Kozhikode,Kozhikode,Q15261016,നരിപ്പറ്റ,Q15261016,നരിപ്പറ്റ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/narippattapanchayat,നാദാപുരം
nattika,nattika,GP,G080804,thalikulam,Nattika,Thrissur,Thrissur,Q6980369,നാട്ടിക,Q6980369,നാട്ടിക ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nattikapanchayat,നാട്ടിക
navaikulam,navaikulam,GP,G010207,kilimanoor,Varkala,Thiruvananthapuram,Thiruvananthapuram,Q6981616,നാവായിക്കുളം,Q6981616,നാവായിക്കുളം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/navaikulampanchayat,വർക്കല
nayarambalam,nayarambalam,GP,G070702,vypin,Vypin,Ernakulam,Ernakulam,Q16135292,നായരമ്പലം,Q16135292,നായരമ്പലം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nayarambalampanchayat,വൈപ്പിൻ
nedumangad,nedumangad,Municipality,M010300,NA,Nedumangad,Thiruvananthapuram,NA,Q16136132,നെടുമങ്ങാട്,Q16136132,നെടുമങ്ങാട് മുനിസിപ്പാലിറ്റി,nedumangadmunicipality.lsgkerala.gov.in,നെടുമങ്ങാട്
nedumbassery,nedumbassery,GP,G071303,parakkadavu,Aluva,Ernakulam,Ernakulam,Q13112967,നെടുമ്പാശ്ശേരി,Q13112967,നെടുമ്പാശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nedumbasserypanchayat,ആലുവ
nedumkandam,nedumkandam,GP,G060305,nedumkandam,udumbanchola,Idukki,Idukki,Q13112962,നെടുങ്കണ്ടം,Q13112962,നെടുങ്കണ്ടം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nedumkandampanchayat,ഉടുമ്പന്‍ചോല
nedumkunnam,nedumkunnam,GP,G051003,vazhoor,Kanjirappally,Kottayam,Kottayam,Q20580595,നെടുംകുന്നം,Q20580595,നെടുംകുന്നം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nedumkunnampanchayat,കാഞ്ഞിരപ്പള്ളി
nedumpana,nedumpana,GP,G020905,mukhathala,Kundara,Kollam,Kollam,Q13112966,നെടുമ്പന,Q13112966,നെടുമ്പന ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nedumpanapanchayat,കുണ്ടറ
nedumpuram,nedumpuram,GP,G030204,pulikeezhu,Thiruvalla,Pathanamthitta,Pathanamthitta,Q16136189,നെടുമ്പ്രം,Q16136189,നെടുമ്പ്രം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nedumpurampanchayat,തിരുവല്ല
nedumudi,nedumudi,GP,G040604,chambakkulam,Kuttanad,Alappuzha,Alappuzha,Q16136151,നെടുമുടി,Q16136151,നെടുമുടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nedumudipanchayat,കുട്ടനാട്
neduvathoor,neduvathoor,GP,G020605,kottarakara,Kottarakkara,Kollam,Kollam,Q16136196,നെടുവത്തൂര്‍,Q16136196,നെടുവത്തൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/neduvathoorpanchayat,കൊട്ടാരക്കര
neelamperoor,neelamperoor,GP,G040703,veliyanad,Kuttanad,Alappuzha,Alappuzha,Q13112952,നീലംപേരൂര്‍,Q13112952,നീലംപേരൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/neelamperoorpanchayat,കുട്ടനാട്
neendakara,neendakara,GP,G020805,chavara,Chavara,Kollam,Kollam,Q13112937,നീണ്ടകര,Q13112937,നീണ്ടകര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/neendakarapanchayat,ചവറ
neendoor,neendoor,GP,G050305,ettumanoor,Ettumanoor,Kottayam,Kottayam,Q13112936,നീണ്ടൂര്‍,Q13112936,നീണ്ടൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/neendoorpanchayat,ഏറ്റുമാനൂർ
neezhoor,neezhoor,GP,G050204,kaduthuruthy,Kaduthuruthy,Kottayam,Kottayam,Q13112250,ഞീഴൂര്‍,Q13112250,ഞീഴൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/neezhoorpanchayat,കടുത്തുരുത്തി
nellanad,nellanad,GP,G010402,vamanapuram,Vamanapuram,Thiruvananthapuram,Thiruvananthapuram,Q6990063,നെല്ലനാട്,Q6990063,നെല്ലനാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nellanadpanchayat,വാമനപുരം
nellaya,nellaya,GP,G090308,ottapalam,Shoranur,Palakkad,Palakkad,Q13112983,നെല്ലായ,Q13112983,നെല്ലായ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nellayapanchayat,ഷൊര്‍ണ്ണൂര്‍
nellikuzhi,nellikuzhi,GP,G071102,kothamangalam,Kothamangalam,Ernakulam,Ernakulam,Q13112993,നെല്ലിക്കുഴി,Q13112993,നെല്ലിക്കുഴി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nellikuzhipanchayat,കോതമംഗലം
nelliyampathy,nelliyampathy,GP,G091102,nenmara,Nenmara,Palakkad,Palakkad,Q13112994,നെല്ലിയാമ്പതി,Q13112994,നെല്ലിയാമ്പതി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nelliyampathypanchayat,നെന്മാറ
nenmanikkara,nenmanikkara,GP,G081104,kodakara,Puthukkad,Thrissur,Thrissur,Q13112973,നെന്‍മണിക്കര,Q13112973,നെന്‍മണിക്കര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nenmanikkarapanchayat,പുതുക്കാട്
nenmara,nenmara,GP,G091106,nenmara,Nenmara,Palakkad,Palakkad,Q13112977,നെന്മാറ,Q13112977,നെന്മാറ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nenmarapanchayat,നെന്മാറ
nenmeni,nenmeni,GP,G120302,sulthan-bathery,Sulthan Bathery,Wayanad,Wayanad,Q13112975,നെന്മേനി,Q13112975,നെന്മേനി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nenmenipanchayat,സുൽത്താൻ ബത്തേരി
new-mahe,New Mahe,GP,G130704,thalassery,Thalassery,Kannur,Kannur,Q2552494,ന്യൂ-മാഹി,Q2552494,ന്യൂ മാഹി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/newmahepanchayat,തലശ്ശേരി
neyyattinkara,neyyattinkara,Municipality,M010400,NA,Neyyattinkara,Thiruvananthapuram,NA,Q16136256,നെയ്യാറ്റിന്‍കര,Q16136256,നെയ്യാറ്റിന്‍കര മുനിസിപ്പാലിറ്റി,neyyattinkaramunicipality.lsgkerala.gov.in,നെയ്യാറ്റിൻകര
nilambur,nilambur,Municipality,M100600,NA,Nilambur,Malappuram,NA,Q16135735,നിലമ്പൂര്‍,Q16135735,നിലമ്പൂര്‍ മുനിസിപ്പാലിറ്റി,nilambur.lsgkerala.gov.in,നിലമ്പൂര്‍
nilamel,nilamel,GP,G021107,chadayamangalam,Chadayamangalam,Kollam,Kollam,Q13112918,നിലമേല്‍,Q13112918,നിലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nilamelpanchayat,ചടയമംഗലം
nileshwar,nileshwar,Municipality,M140300,NA,Trikaripur,Kasaragod,NA,Q13112956,നീലേശ്വരം,Q13112956,നീലേശ്വരം മുനിസിപ്പാലിറ്റി,nileshwar.lsgkerala.gov.in,തൃക്കരിപ്പൂര്‍
niramaruthur,niramaruthur,GP,G101207,tanur,Tanur,Malappuram,Malappuram,Q13112911,നിറമരുതൂര്‍,Q13112911,നിറമരുതൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/niramaruthurpanchayat,താനൂര്‍
niranam,niranam,GP,G030203,pulikeezhu,Thiruvalla,Pathanamthitta,Pathanamthitta,Q16135616,നിരണം,Q16135616,നിരണം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/niranampanchayat,തിരുവല്ല
nochad,nochad,GP,G110602,perambra,Perambra,Kozhikode,Kozhikode,Q13113008,നൊച്ചാട്,Q13113008,നൊച്ചാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nochadpanchayat,പേരാംബ്ര
noolpuzha,noolpuzha,GP,G120305,sulthan-bathery,Sulthan Bathery,Wayanad,Wayanad,Q13112961,നൂല്‍പ്പുഴ,Q13112961,നൂല്‍പ്പുഴ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/noolpuzhapanchayat,സുൽത്താൻ ബത്തേരി
nooranad,nooranad,GP,G041101,bharanickavu,Mavelikara,Alappuzha,Alappuzha,Q16136014,നൂറനാട്,Q16136014,നൂറനാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/nooranadpanchayat,മാവേലിക്കര
north-paravur,North Paravur,Municipality,M070600,NA,Paravur,Ernakulam,NA,Q13114499,വടക്കന്‍-പറവൂര്‍,Q13114499,വടക്കന്‍ പറവൂര്‍ മുനിസിപ്പാലിറ്റി,northparavurmunicipality.lsgkerala.gov.in,പരവൂര്‍
oachira,oachira,GP,G020101,oachira,Karunagapally,Kollam,Kollam,Q20575242,ഓച്ചിറ,Q20575242,ഓച്ചിറ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/oachirapanchayat,കരുനാഗപ്പള്ളി
okkal,okkal,GP,G070406,koovappady,Perumbavoor,Ernakulam,Ernakulam,Q13110803,ഒക്കല്‍,Q13110803,ഒക്കല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/okkalpanchayat,പെരുമ്പാവൂര്‍
olavanna,olavanna,GP,G111204,kozhikode,Kunnamangalam,Kozhikode,Kozhikode,Q2738739,ഒളവണ്ണ,Q2738739,ഒളവണ്ണ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/olavannapanchayat,കുന്ദമംഗലം
omalloor,omalloor,GP,G030401,elanthoor,Aranmula,Pathanamthitta,Pathanamthitta,Q13110863,ഓമല്ലൂര്‍,Q13110863,ഓമല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/omalloorpanchayat,ആറന്മുള
omassery,omassery,GP,G111008,koduvally,Koduvally,Kozhikode,Kozhikode,Q3783820,ഓമശ്ശേരി,Q3783820,ഓമശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/omasserypanchayat,കൊടുവള്ളി
onchiyam,onchiyam,GP,G110104,vadakara,Vatakara,Kozhikode,Kozhikode,Q16136150,ഒഞ്ചിയം,Q16136150,ഒഞ്ചിയം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/onchiyampanchayat,വടകര
ongallur,ongallur,GP,G090204,pattambi,Pattambi,Palakkad,Palakkad,Q16136511,ഓങ്ങല്ലൂര്‍,Q16136511,ഓങ്ങല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/ongallurpanchayat,പട്ടാമ്പി
oorakam,oorakam,GP,G101007,vengara,Vengara,Malappuram,Malappuram,Q13110565,ഊരകം,Q13110565,ഊരകം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/oorakampanchayat,വേങ്ങര
orumanayur,orumanayur,GP,G080102,chavakkad,Guruvayur,Thrissur,Thrissur,Q16136466,ഒരുമനയൂര്‍,Q16136466,ഒരുമനയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/orumanayurpanchayat,ഗുരുവായൂര്‍
othukkungal,othukkungal,GP,G100606,malappuram,Vengara,Malappuram,Malappuram,Q7108716,ഒതുക്കുങ്ങല്‍,Q7108716,ഒതുക്കുങ്ങല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/othukkungalpanchayat,വേങ്ങര
ottapalam,ottapalam,Municipality,M090100,NA,Ottapalam,Palakkad,NA,Q13110826,ഒറ്റപ്പാലം,Q13110826,ഒറ്റപ്പാലം മുനിസിപ്പാലിറ്റി,ottapalammunicipality.lsgkerala.gov.in,ഒറ്റപ്പാലം
ottasekharamangalam,ottasekharamangalam,GP,G010903,perumkadavila,Parassala,Thiruvananthapuram,Thiruvananthapuram,Q13110823,ഒറ്റശേഖരമംഗലം,Q13110823,ഒറ്റശേഖരമംഗലം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/ottasekharamangalampanchayat,പാറശ്ശാല
ottoor,ottoor,GP,G010105,varkala,Attingal,Thiruvananthapuram,Thiruvananthapuram,Q13110828,ഒറ്റൂര്‍,Q13110828,ഒറ്റൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/ottoorpanchayat,ആറ്റിങ്ങൽ
ozhur,ozhur,GP,G101202,tanur,Tanur,Malappuram,Malappuram,Q13110838,ഒഴൂര്‍,Q13110838,ഒഴൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/ozhurpanchayat,താനൂര്‍
padinharathara,Padinharathara,GP,G120407,kalpetta,kalpetta,Wayanad,Wayanad,Q7123787,പടിഞ്ഞാറത്തറ,Q16136694,പടിഞ്ഞാറത്തറ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/padinharatharapanchayat,കല്‍പ്പറ്റ
padiyoor,padiyur,GP,G081301,vellangallur,Irinjalakuda,Thrissur,Thrissur,Q13113048,പടിയൂര്‍,Q13113048,പടിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/padiyurpanchayat ,ഇരിങ്ങാലക്കുട
padiyur,padiyoor,GP,G130408,irikkur,Mattanur,Kannur,Kannur,Q7123806,പടിയൂര്‍,Q7123806,പടിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/padiyoorpanchayat,മട്ടന്നൂര്‍
padne,padne,GP,G140606,nileshwar,Trikaripur,Kasaragod,Kasaragod,Q16136651,പടന്ന,Q16136651,പടന്ന ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/padnepanchayat,തൃക്കരിപ്പൂര്‍
paingottoor,paingottoor,GP,G071101,kothamangalam,Muvattupuzha,Ernakulam,Ernakulam,Q13113478,പൈങ്ങോട്ടൂര്‍,Q13113478,പൈങ്ങോട്ടൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/paingottoorpanchayat,മൂവാറ്റുപുഴ
paippad,paippad,GP,G050902,madappally,Changanassery,Kottayam,Kottayam,Q13113200,പായിപ്പാട്,Q13113200,പായിപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/paippadpanchayat,ചങ്ങനാശ്ശേരി
paipra,paipra,GP,G071404,muvattupuzha,Muvattupuzha,Ernakulam,Ernakulam,Q16133976,പായിപ്ര,Q16133976,പായിപ്ര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/paiprapanchayat,മൂവാറ്റുപുഴ
paivalike,paivalike,GP,G140106,manjeshwar,Manjeshwar,Kasaragod,Kasaragod,Q13113487,പൈവളികെ,Q13113487,പൈവളികെ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/paivalikepanchayat,മഞ്ചശ്വരം
pala,pala,Municipality,M050100,NA,Pala,Kottayam,NA,Q20581246,പാലാ,Q20581246,പാലാ മുനിസിപ്പാലിറ്റി,palamunicipality.lsgkerala.gov.in,പാലാ
palakkad,palakkad,Municipality,M090400,NA,Palakkad,Palakkad,NA,Q20581178,പാലക്കാട്,Q20581178,പാലക്കാട് മുനിസിപ്പാലിറ്റി,palakkadmunicipality.lsgkerala.gov.in,പാലക്കാട്
palakuzha,palakuzha,GP,G071205,pampakuda,Muvattupuzha,Ernakulam,Ernakulam,Q16134132,പാലക്കുഴ,Q16134132,പാലക്കുഴ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/palakuzhapanchayat,മൂവാറ്റുപുഴ
palamel,palamel,GP,G041106,bharanickavu,Mavelikara,Alappuzha,Alappuzha,Q20581232,പാലമേല്‍,Q20581232,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/palamelpanchayat,മാവേലിക്കര
pallarimangalam,pallarimangalam,GP,G071109,kothamangalam,Kothamangalam,Ernakulam,Ernakulam,Q13113127,പല്ലാരിമംഗലം,Q13113127,പല്ലാരിമംഗലം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/pallarimangalampanchayat,കോതമംഗലം
pallassana,pallassana,GP,G091104,nenmara,Nenmara,Palakkad,Palakkad,Q7127755,പല്ലശ്ശന,Q7127755,പല്ലശ്ശന ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/pallassanapanchayat,നെന്മാറ
pallichal,pallichal,GP,G010802,nemom,Kattakkada,Thiruvananthapuram,Thiruvananthapuram,Q13113140,പള്ളിച്ചല്‍,Q13113140,പള്ളിച്ചല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/pallichalpanchayat,കാട്ടാക്കട
pallickal,pallickal,GP,G010205,kilimanoor,Varkala,Thiruvananthapuram,Thiruvananthapuram,Q13113132,പള്ളിക്കല്‍,Q13113132,പള്ളിക്കല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/pallickalpanchayat,വർക്കല
pallickalgp,Pallickal,GP,G030807,parakkode,Adoor,Pathanamthitta,Pathanamthitta,Q13113146,പള്ളിയ്ക്കല്‍,Q13113146,പള്ളിയ്ക്കല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/pallickalgp,അടൂർ
pallickathodu,pallickathodu,GP,G050705,pampady,Kanjirappally,Kottayam,Kottayam,Q16137889,പള്ളിക്കത്തോട്,Q16137889,പള്ളിക്കത്തോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/pallickathodupanchayat,കാഞ്ഞിരപ്പള്ളി
