Name_email,Local Body,Local Body Type,LSG Code,Block,Assembly,District,District Panchayat,wikidata link,Name_std_ml,wikidata-kml,Local Body Full_ml,വെബ്സൈറ്റ്‌,Assembly(s)
kavilumpara,kavilumpara,GP,G110303,kunnummal,Nadapuram,Kozhikode,Kozhikode,Q6379238,കാവിലുമ്പാറ,Q6379238,കാവിലുമ്പാറ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kavilumparapanchayat,നാദാപുരം
kaviyoor,kaviyoor,GP,G030102,mallappally,Thiruvalla,Pathanamthitta,Pathanamthitta,Q16134355,കവിയൂര്‍,Q16134355,കവിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kaviyoorpanchayat,തിരുവല്ല
kayakkody,kayakkody,GP,G110302,kunnummal,Nadapuram,Kozhikode,Kozhikode,Q6380415,കായക്കൊടി,Q6380415,കായക്കൊടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kayakkodypanchayat,നാദാപുരം
kayamkulam,kayamkulam,Municipality,M040400,NA,Kayamkulam,Alappuzha,NA,Q13111162,കായംകുളം,Q13111162,കായംകുളം മുനിസിപ്പാലിറ്റി,kayamkulammunicipality.lsgkerala.gov.in,കായംകുളം
kayanna,kayanna,GP,G110604,perambra,Balussery,Kozhikode,Kozhikode,Q13111164,കായണ്ണ,Q13111164,കായണ്ണ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kayannapanchayat,ബാലുശ്ശേരി
kayyur-cheemeni,Kayyur Cheemeni,GP,G140602,nileshwar,Trikaripur,Kasaragod,Kasaragod,Q20575658,കയ്യൂര്‍-ചീമേനി,Q20575658,കയ്യൂര്‍ ചീമേനി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kayyurcheemenipanchayat,തൃക്കരിപ്പൂര്‍
keerampara,keerampara,GP,G071107,kothamangalam,Kothamangalam,Ernakulam,Ernakulam,Q16135603,കീരംപാറ,Q16135603,കീരംപാറ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/keeramparapanchayat,കോതമംഗലം
keezhallur,keezhallur,GP,G131003,iritty,Mattanur,Kannur,Kannur,Q16135647,കീഴല്ലൂര്‍,Q16135647,കീഴല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/keezhallurpanchayat,മട്ടന്നൂര്‍
keezhariyur,keezhariyur,GP,G110502,melady,Perambra,Kozhikode,Kozhikode,Q16135624,കീഴരിയൂര്‍,Q16135624,കീഴരിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/keezhariyurpanchayat,പേരാംബ്ര
keezhattur,keezhattur,GP,G100704,perinthalmanna,Manjeri,Malappuram,Malappuram,Q16135657,കീഴാറ്റൂര്‍,Q16135657,കീഴാറ്റൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/keezhatturpanchayat,മഞ്ചേരി
keezhmad,keezhmad,GP,G070506,vazhakulam,Aluva,Ernakulam,Ernakulam,Q13111273,കീഴ്മാട്,Q13111273,കീഴ്മാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/keezhmadpanchayat,ആലുവ
keezhuparamba,keezhuparamba,GP,G100503,areacode,Eranad,Malappuram,Malappuram,Q16135692,കീഴുപറമ്പ്,Q16135692,കീഴുപറമ്പ് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/keezhuparambapanchayat,ഏറനാട്
kelakam,kelakam,GP,G131102,peravoor,Peravoor,Kannur,Kannur,Q6385454,കേളകം,Q6385454,കേളകം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kelakampanchayat,പേരാവൂര്‍
keralassery,keralassery,GP,G090701,palakkad,Kongad,Palakkad,Palakkad,Q20577461,കേരളശ്ശേരി,Q20577461,കേരളശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/keralasserypanchayat,കോങ്ങാട്
kidangoor,kidangoor,GP,G050707,pampady,Kaduthuruthy,Kottayam,Kottayam,Q13111242,കിടങ്ങൂര്‍,Q13111242,കിടങ്ങൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kidangoorpanchayat,കടുത്തുരുത്തി
kilimanoor,kilimanoor,GP,G010201,kilimanoor,Attingal,Thiruvananthapuram,Thiruvananthapuram,Q6406964,കിളിമാനൂര്‍,Q6406964,കിളിമാനൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kilimanoorpanchayat,ആറ്റിങ്ങൽ
kinanoor-karinthalam,Kinanoor - Karinthalam,GP,G140507,parappa,Kanhangad,Kasaragod,Kasaragod,Q13111244,കിനാനൂര്‍-കരിന്തളം,Q13111244,കിനാനൂര്‍ കരിന്തളം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kinanoorkarinthalam,കാഞ്ഞങ്ങാട്
kizhakkambalam,kizhakkambalam,GP,G070503,vazhakulam,Kunnathunad,Ernakulam,Ernakulam,Q16135528,കിഴക്കമ്പലം,Q16135528,കിഴക്കമ്പലം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kizhakkambalampanchayat,കുന്നത്തുനാട്
kizhakkencherry,kizhakkencherry,GP,G091204,alathur,Alathur,Palakkad,Palakkad,Q16135520,കിഴക്കഞ്ചരി,Q16135520,കിഴക്കഞ്ചരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kizhakkencherrypanchayat,ആലത്തൂര്‍
kizhakkoth,kizhakkoth,GP,G111003,koduvally,Koduvally,Kozhikode,Kozhikode,Q13111264,കിഴക്കോത്ത്,Q13111264,കിഴക്കോത്ത് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kizhakkothpanchayat,കൊടുവള്ളി
kizhuvilam,kizhuvilam,GP,G010304,chirayinkeezhu,Chirayinkeezhu,Thiruvananthapuram,Thiruvananthapuram,Q16135704,കിഴുവിലം,Q16135704,കിഴുവിലം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kizhuvilampanchayat,ചിറയിൻകീഴ്
kodakara,kodakara,GP,G081102,kodakara,Chalakudy,Thrissur,Thrissur,Q23307846,കൊടകര,Q23307846,കൊടകര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodakarapanchayat,ചാലക്കുടി
kodamthuruth,kodamthuruth,GP,G040205,pattanakkad,Aroor,Alappuzha,Alappuzha,Q13111668,കോടംതുരുത്ത്,Q13111668,കോടംതുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodamthuruthpanchayat,അരൂർ
kodanchery,kodanchery,GP,G111010,koduvally,Thiruvambady,Kozhikode,Kozhikode,Q13111664,കോടഞ്ചരി,Q13111664,കോടഞ്ചരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodancherypanchayat,തിരുവമ്പാടി
kodassery,kodassery,GP,G081602,chalakudy,Chalakudy,Thrissur,Thrissur,Q13111666,കോടശ്ശേരി,Q13111666,കോടശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodasserypanchayat,ചാലക്കുടി
kodikulam,kodikulam,GP,G060403,elemdesam,Thodupuzha,Idukki,Idukki,Q13111672,കോടിക്കുളം,Q13111672,കോടിക്കുളം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodikulampanchayat,തൊടുപുഴ
kodiyathur,kodiyathur,GP,G111101,kunnamangalam,Thiruvambady,Kozhikode,Kozhikode,Q13111606,കൊടിയത്തൂര്‍,Q13111606,കൊടിയത്തൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodiyathurpanchayat,തിരുവമ്പാടി
kodom-belur,KodomBelur,GP,G140502,parappa,Kanhangad,Kasaragod,Kasaragod,Q13111677,കോടോം-ബേളൂര്‍,Q13111677,കോടോം ബേളൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodombelurpanchayat,കാഞ്ഞങ്ങാട്
kodumbu,kodumbu,GP,G091306,malampuzha,Malampuzha,Palakkad,Palakkad,Q13111610,കൊടുമ്പ്,Q13111610,കൊടുമ്പ് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodumbupanchayat,മലമ്പുഴ
kodumon,kodumon,GP,G030806,parakkode,Adoor,Pathanamthitta,Pathanamthitta,Q16135001,കൊടുമണ്‍,Q16135001,കൊടുമണ്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodumonpanchayat,അടൂർ
kodungalloor,Kodungallur,Municipality,M080300,NA,Kodungallur,Thrissur,NA,Q16134960,കൊടുങ്ങല്ലൂര്‍,Q16134960,കൊടുങ്ങല്ലൂര്‍ മുനിസിപ്പാലിറ്റി,kodungalloormunicipality.lsgkerala.gov.in,കൊടുങ്ങല്ലൂര്‍
kodur,kodur,GP,G100605,malappuram,Malappuram,Malappuram,Malappuram,Q13111698,കോഡൂര്‍,Q13111698,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kodurpanchayat,മലപ്പുറം
koduvally,koduvally,Municipality,M110400,NA,Koduvally,Kozhikode,NA,Q13111608,കൊടുവള്ളി,Q13111608,കൊടുവള്ളി മുനിസിപ്പാലിറ്റി,koduvallymunicipality.lsgkerala.gov.in,കൊടുവള്ളി
koduvayur,koduvayur,GP,G091002,kollengode,Nenmara,Palakkad,Palakkad,Q16135019,കൊടുവായൂര്‍,Q16135019,കൊടുവായൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koduvayurpanchayat,നെന്മാറ
koipuram,koipuram,GP,G030303,koipuram,Aranmula,Pathanamthitta,Pathanamthitta,Q13111711,കോയിപ്രം,Q13111711,കോയിപ്രം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koipurampanchayat,ആറന്മുള
kokkayar,kokkayar,GP,G060803,azhutha,Peerumade,Idukki,Idukki,Q13111592,കൊക്കയാര്‍,Q13111592,കൊക്കയാര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kokkayarpanchayat,പീരുമേട്
kolachery,kolachery,GP,G130608,edakkad,Taliparamba,Kannur,Kannur,Q6426978,കൊളച്ചേരി,Q6426978,കൊളച്ചേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kolacherypanchayat,തളിപ്പറമ്പ്
kolayad,kolayad,GP,G131105,peravoor,Mattanur,Kannur,Kannur,Q6427848,കോളയാട്,Q6427848,കോളയാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kolayadpanchayat,മട്ടന്നൂര്‍
kolazhy,kolazhy,GP,G080606,puzhakkal,Wadakkanchery,Thrissur,Thrissur,Q24952419,കോലഴി,Q24952419,കോലഴി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kolazhypanchayat,വടക്കാഞ്ചേരി
www,Kollam,Corporation,C020100,NA,,Kollam,NA,Q18126899,കൊല്ലം,Q18126899,കൊല്ലം കോര്‍പ്പറേഷന്‍,www.kollamcorporation.gov.in,"ചവറ, ഇരവിപുരം, കൊല്ലം"
kollayil,kollayil,GP,G010902,perumkadavila,Parassala,Thiruvananthapuram,Thiruvananthapuram,Q13111651,കൊല്ലയില്‍,Q13111651,കൊല്ലയില്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kollayilpanchayat,പാറശ്ശാല
kollengode,kollengode,GP,G091001,kollengode,Nenmara,Palakkad,Palakkad,Q13111650,കൊല്ലങ്കോട്,Q13111650,കൊല്ലങ്കോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kollengodepanchayat,നെന്മാറ
kondazhy,kondazhy,GP,G080403,pazhayannur,Chelakkara,Thrissur,Thrissur,Q16135076,കൊണ്ടാഴി,Q16135076,കൊണ്ടാഴി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kondazhypanchayat,ചേലക്കര
kondotty,kondotty,Municipality,M100800,NA,Kondotty,Malappuram,NA,Q16135084,കൊണ്ടോട്ടി,Q16135084,കൊണ്ടോട്ടി മുനിസിപ്പാലിറ്റി,kondottymunicipality.lsgkerala.gov.in,കൊണ്ടോട്ടി
kongad,kongad,GP,G090702,palakkad,Kongad,Palakkad,Palakkad,Q16135373,കോങ്ങാട്,Q16135373,കോങ്ങാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kongadpanchayat,കോങ്ങാട്
konnathady,konnathady,GP,G060102,adimaly,Idukki,Idukki,Idukki,Q13111628,കൊന്നത്തടി,Q13111628,കൊന്നത്തടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/konnathadypanchayat,ഇടുക്കി
konnigp,Konni,GP,G030601,konni,Konni,Pathanamthitta,Pathanamthitta,Q13111697,കോന്നി,Q13111697,കോന്നി ഗ്രാമ പഞ്ചായത്ത്,konnigp.lsgkerala.gov.in,കോന്നി
koodali,koodali,GP,G131005,iritty,Mattanur,Kannur,Kannur,Q6430512,കൂടാളി,Q6430512,കൂടാളി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koodalipanchayat,മട്ടന്നൂര്‍
koodaranhi,koodaranhi,GP,G111002,koduvally,Thiruvambady,Kozhikode,Kozhikode,Q13111397,കൂടരഞ്ഞി,Q13111397,കൂടരഞ്ഞി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koodaranhipanchayat,തിരുവമ്പാടി
koorachundu,koorachundu,GP,G110707,balussery,Balussery,Kozhikode,Kozhikode,Q13111416,കൂരാച്ചുണ്ട്,Q13111416,കൂരാച്ചുണ്ട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koorachundupanchayat,ബാലുശ്ശേരി
kooroppada,kooroppada,GP,G050703,pampady,Puthuppally,Kottayam,Kottayam,Q20576926,കൂരോപ്പട,Q20576926,കൂരോപ്പട ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kooroppadapanchayat,പുതുപ്പള്ളി
koothali,koothali,GP,G110605,perambra,Perambra,Kozhikode,Kozhikode,Q13111404,കൂത്താളി,Q13111404,കൂത്താളി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koothalipanchayat,പേരാംബ്ര
koothatukulam,Koothattukulam,Municipality,M071200,NA,Piravom,Ernakulam,NA,Q13111405,കൂത്താട്ടുകുളം,Q13111405,കൂത്താട്ടുകുളം മുനിസിപ്പാലിറ്റി,koothatukulammunicipality.lsgkerala.gov.in,പിറവം
koottickal,koottickal,GP,G051103,kanjirappally,Poonjar,Kottayam,Kottayam,Q13111412,കൂട്ടിക്കല്‍,Q13111412,കൂട്ടിക്കല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koottickalpanchayat,പൂഞ്ഞാർ
koottilangadi,koottilangadi,GP,G100805,mankada,Mankada,Malappuram,Malappuram,Q13111399,കൂട്ടിലങ്ങാടി,Q13111399,കൂട്ടിലങ്ങാടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koottilangadipanchayat,മങ്കട
koovappady,koovappady,GP,G070405,koovappady,Perumbavoor,Ernakulam,Ernakulam,Q13111414,കൂവപ്പടി,Q13111414,കൂവപ്പടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koovappadypanchayat,പെരുമ്പാവൂര്‍
koppam,koppam,GP,G090201,pattambi,Pattambi,Palakkad,Palakkad,Q13111630,കൊപ്പം,Q13111630,കൊപ്പം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koppampanchayat,പട്ടാമ്പി
koratty,koratty,GP,G081603,chalakudy,Chalakudy,Thrissur,Thrissur,Q13111639,കൊരട്ടി,Q13111639,കൊരട്ടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/korattypanchayat,ചാലക്കുടി
koruthodu,koruthodu,GP,G051107,kanjirappally,Poonjar,Kottayam,Kottayam,Q13111719,കോരുത്തോട്,Q13111719,കോരുത്തോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/koruthodupanchayat,പൂഞ്ഞാർ
kothamangalam,kothamangalam,Municipality,M070200,NA,Kothamangalam,Ernakulam,NA,Q25585458,കോതമംഗലം,Q25585458,കോതമംഗലം മുനിസിപ്പാലിറ്റി,kothamangalammunicipality.lsgkerala.gov.in,കോതമംഗലം
kottakkal,kottakkal,Municipality,M100700,NA,kottakkal,Malappuram,NA,Q13111679,കോട്ടക്കല്‍,Q13111679,കോട്ടക്കല്‍ മുനിസിപ്പാലിറ്റി,kottakkal.lsgkerala.gov.in,കോട്ടക്കല്‍
kottamkara,kottamkara,GP,G020903,mukhathala,Kundara,Kollam,Kollam,Q16135199,കൊറ്റങ്കര,Q16135199,കൊറ്റങ്കര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kottamkarapanchayat,കുണ്ടറ
kottanad,kottanad,GP,G030103,mallappally,Ranni,Pathanamthitta,Pathanamthitta,Q16135207,കൊറ്റനാട്,Q16135207,കൊറ്റനാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kottanadpanchayat,റാന്നി
kottangal,kottangal,GP,G030104,mallappally,Ranni,Pathanamthitta,Pathanamthitta,Q16135504,കോട്ടാങ്ങല്‍,Q16135504,കോട്ടാങ്ങല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kottangalpanchayat,റാന്നി
kottappady,kottappady,GP,G071104,kothamangalam,Kothamangalam,Ernakulam,Ernakulam,Q6434294,കോട്ടപ്പടി,Q6434294,കോട്ടപ്പടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kottappadypanchayat,കോതമംഗലം
kottarakara,kottarakara,Municipality,M020400,NA,Kottarakkara,Kollam,NA,Q13111612,കൊട്ടാരക്കര,Q13111612,കൊട്ടാരക്കര മുനിസിപ്പാലിറ്റി,kottarakaramunicipality.lsgkerala.gov.in,കൊട്ടാരക്കര
kottathara,kottathara,GP,G120401,kalpetta,kalpetta,Wayanad,Wayanad,Q20577752,കോട്ടത്തറ,Q20577752,കോട്ടത്തറ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kottatharapanchayat,കല്‍പ്പറ്റ
kottayam,kottayam,GP,G130906,kuthuparamba,Kuthuparamba,Kannur,Kannur,Q16135474,കോട്ടയം,Q16135474,കോട്ടയം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/kottayampanchayat,കൂത്തുപറമ്പ്
kottayam,kottayam,Municipality,M050400,NA,Kottayam,Kottayam,NA,Q13111690,കോട്ടയം,Q13111690,കോട്ടയം മുനിസിപ്പാലിറ്റി,kottayammunicipality.lsgkerala.gov.in,കോട്ടയം
